filter,site,lat,lng,device,deploy_start,shutdown_mode,flow_avg_l_min,sample_vol_L,run_time_filter_hrs,run_time_hrs,gravi_pre_ug,gravi_post_ug,gravi_diff_ug,gravi_con_ugm3,error_flag
J1591,pretoria,-25.9005,28.10802,AD00104,2024-01-11T00:00:00,2,1.85,2677.12,24.004,39.99,,,,,
J1593,pretoria,-25.9005,28.10801,AD00104,2024-02-12T07:01:00,0,1.83,1866.32,16.975,16.97,100413.3333,100419,5.666666667,3.036278166,
J1599,pretoria,-25.9005,28.108,AD00104,2024-02-08T00:00:00,0,1.84,2658.05,24.004,40.97,100158.3333,100171.3333,13,4.890803409,
J1603,pretoria,-25.9005,28.10799,AD00104,2024-01-09T00:00:00,0,1.87,2696.78,24.004,40.98,98408,98412.33333,4.333333333,1.606854594,
J1610,pretoria,-25.9005,28.108,AD00104,2024-02-06T00:00:00,0,1.82,2633.8,24.004,40.99,98684.33333,98735.33333,51,19.36365707,
J1614,pretoria,-25.9005,28.10801,AD00104,2024-02-15T07:01:00,0,1.81,1851.66,16.975,16.97,100119,100121.6667,2.666666667,1.440149199,
J1620,pretoria,-25.9005,28.108,AD00104,2024-01-30T07:00:00,2,1.89,1894.77,16.712,16.71,99524,99532.33333,8.333333333,4.398071182,
J1624,tainan,22.99469,120.2222,AD00406,2024-05-18T01:01:00,0,1.89,2611.85,22.975,22.97,,,,,
J1626,tainan,22.99464,120.2222,AD00406,2024-05-30T01:01:00,0,1.9,2622.02,22.979,22.97,,,,,
J1632,tainan,22.99462,120.2222,AD00406,2024-03-20T01:01:00,0,1.87,86.89,0.771,0.77,,,,,
J1638,tainan,22.99467,120.2222,AD00406,2024-05-27T01:01:00,0,1.9,2627.95,22.975,22.97,,,,,
J1642,tainan,22.99464,120.2222,AD00406,2024-06-04T01:01:00,0,1.86,2572.41,22.975,22.97,,,,,
J1646,tainan,22.99465,120.2222,AD00406,2024-06-19T01:01:00,0,1.84,2541.79,22.975,22.97,,,,,
J1647,tainan,22.99467,120.2222,AD00406,2024-03-26T01:01:00,0,1.87,2581.1,22.975,22.97,,,,,
J1648,tainan,22.99461,120.2222,AD00406,2024-03-16T01:01:00,0,1.88,2596.36,22.975,22.97,,,,,
J1649,tainan,22.99465,120.2222,AD00406,2024-03-29T01:01:00,0,1.86,2564.47,22.979,22.97,,,,,
J1653,tainan,23.00264,120.2164,AD65535,2024-02-28T00:00:00,0,1.81,2616.01,24.004,46.97,,,,,
J1655,tainan,22.99465,120.2222,AD00406,2024-06-13T01:01:00,0,1.85,2553.69,22.975,22.97,,,,,
J1656,tainan,22.99465,120.2222,AD00406,2024-05-22T01:01:00,0,1.89,2614.61,22.979,22.97,,,,,
J1661,tainan,22.99464,120.2222,AD00406,2024-06-11T01:01:00,0,1.85,2558.61,22.975,22.97,,,,,
J1662,tainan,22.99463,120.2222,AD00406,2024-05-13T01:01:00,0,1.9,2626.07,22.979,22.97,,,,,
J1664,tainan,22.99464,120.2222,AD00406,2024-06-17T01:01:00,0,1.85,2557.58,22.975,22.97,,,,,
J1665,tainan,22.99463,120.2222,AD00406,2024-04-01T01:01:00,0,1.86,2568.37,22.975,22.97,,,,,
J1668,tainan,22.99467,120.2222,AD00406,2024-06-07T01:01:00,0,1.87,2578.94,22.975,22.97,,,,,
J1670,tainan,22.99466,120.2222,AD00406,2024-03-23T01:01:00,0,1.89,2612.03,22.975,22.97,,,,,
J1683,adama,8.883607,38.80966,AD00098,2024-04-28T00:00:00,0,1.83,2642.72,24.004,41.97,,,,,
J1693,adama,8.542322,39.27611,AD00412,2024-07-10T00:00:00,0,1.82,2620.69,24.004,41.32,,,,,
J1694,adama,8.542295,39.27601,AD00412,2024-07-13T00:00:00,0,1.81,2612,24.004,41.97,,,,,
J1791,noida,28.54398,77.3353,AD00414,2024-07-05T00:00:00,0,1.84,2650.04,24.004,43.99,100585,100652.3333,67.33333333,25.40842151,
J1793,noida,28.54394,77.33526,AD00414,2024-07-13T00:00:00,0,1.83,2635.64,24.004,43.99,99768,99878.33333,110.3333333,41.86206513,
J1796,noida,28.54391,77.33526,AD00414,2024-07-27T00:00:00,0,1.8,2592.43,24.004,43.99,99186.33333,99341,154.6666667,59.66088445,
J1797,noida,28.54394,77.33528,AD00414,2024-08-08T00:00:00,0,1.79,2577.92,24.003,43.65,99602,99661.66667,59.66666667,23.14527474,
J1798,noida,28.54394,77.33527,AD00414,2024-07-24T00:00:00,0,1.81,2606.83,24.004,43.99,98251.66667,98344.66667,93,35.67551394,
J1799,noida,28.54395,77.33523,AD00414,2024-07-18T00:00:00,0,1.81,2606.83,24.004,43.99,98254,98348.66667,94.66666667,36.31486007,
J1801,pasadena,34.1994,-118.173,AD00402,2024-03-20T00:00:00,0,1.86,2686.69,24.004,31.32,98189.66667,98214,24.33333333,9.056993302,
J1805,pasadena,34.19942,-118.173,AD00402,2024-03-14T00:00:00,0,1.87,2701.21,24.004,31.99,97975.33333,98037,61.66666667,22.82927528,
J1811,pasadena,34.19944,-118.173,AD00402,2024-04-25T00:00:00,0,1.8,2604.6,24.004,31.98,102319.3333,102349.3333,30,11.51808339,
J1813,pasadena,34.19942,-118.173,AD00402,2024-03-26T00:00:00,0,1.85,2675.56,24.004,31.32,99278.66667,99295,16.33333333,6.104641022,
J1820,pasadena,34.19941,-118.173,AD00402,2024-05-10T00:00:00,0,1.8,2592.69,24.004,31.98,98854,98892.33333,38.33333333,14.78515879,
J1822,pasadena,34.1995,-118.173,AD00402,2024-05-25T00:00:00,0,1.81,2613.61,24.003,31.98,100654.3333,100677.3333,23,8.800088766,
J1823,pasadena,34.19941,-118.173,AD00402,2024-05-31T00:00:00,0,1.79,2580.72,24.002,31.98,98847,98890.66667,43.66666667,16.92034264,
J1824,pasadena,34.19941,-118.173,AD00402,2024-03-29T00:00:00,0,1.84,2662.83,24.004,31.99,103445,103467.6667,22.66666667,8.512246995,
J1828,pasadena,34.19944,-118.173,AD00402,2024-04-04T00:00:00,0,1.84,2658.66,24.004,31.98,103288.6667,103318.3333,29.66666667,11.15850341,
J1829,pasadena,34.19954,-118.173,AD00402,2024-06-12T00:00:00,0,1.79,2584.3,24.004,31.97,99424.66667,99464,39.33333333,15.22011118,
J1830,pasadena,34.19944,-118.173,AD00402,2024-03-17T00:00:00,0,1.87,2695.91,24.004,31.98,98059.33333,98080.33333,21,7.789577545,
J1836,pasadena,34.19942,-118.173,AD00402,2024-03-08T00:00:00,0,1.86,2690.46,24.004,30.99,98829.33333,98843,13.66666667,5.079676586,
J1838,pasadena,34.19944,-118.173,AD00402,2024-05-07T00:00:00,0,1.8,2596.51,24.003,31.32,99714,99737.33333,23.33333333,8.986421517,
J1841,pasadena,34.19942,-118.173,AD00402,2024-06-06T00:00:00,0,1.79,2577.58,24.001,30.97,98522.33333,98565.33333,43,16.68231442,
J1842,pasadena,34.19941,-118.173,AD00402,2024-05-01T00:00:00,0,1.8,2593.71,24.004,31.99,98001.33333,98045,43.66666667,16.835601,
J1845,pasadena,34.1994,-118.173,AD00402,2024-05-16T00:00:00,0,1.8,2597.83,24.003,31.98,98990.33333,99109.33333,119,45.80746238,
J1846,pasadena,34.19941,-118.173,AD00402,2024-05-22T00:00:00,0,1.8,2595.76,24.003,31.99,101591.3333,101631,39.66666667,15.28133058,
J1848,pasadena,34.19941,-118.173,AD00402,2024-03-23T00:00:00,0,1.85,2668.55,24.004,31.98,98415.66667,98448.66667,33,12.36626632,
J1850,noida,28.54394,77.33525,AD00414,2024-07-10T00:00:00,0,1.83,2635.64,24.004,43.99,98999.66667,99168.33333,168.6666667,63.9945769,
J1855,noida,28.54393,77.33527,AD00414,2024-08-10T00:00:00,0,1.79,2577.92,24.003,43.99,97941,98002.33333,61.33333333,23.7917908,
J1857,pasadena,34.19946,-118.173,AD00402,2024-04-10T00:00:00,0,1.84,2657.95,24.004,31.99,100922.6667,100945,22.33333333,8.402465559,
J1858,pasadena,34.19945,-118.173,AD00402,2024-04-13T00:00:00,0,1.82,2628.29,24.004,31.98,98264.66667,98289,24.33333333,9.258237612,
J1860,pasadena,34.19944,-118.173,AD00402,2024-04-16T00:00:00,0,1.82,2630.07,24.004,31.99,98373.33333,98386,12.66666667,4.816094882,
J1862,noida,28.54392,77.33532,AD00414,2024-08-14T00:00:00,1,1.98,2851.56,24.003,30.67,97675.33333,97756.33333,81,28.40550436,
J1865,noida,28.54392,77.33527,AD00414,2024-08-01T00:00:00,1,1.8,2592.43,24.004,31.33,97765.33333,97816.33333,51,19.67266233,
J1871,noida,28.54393,77.33525,AD00414,2024-08-03T00:00:00,0,1.79,2574.38,23.97,23.97,99294.66667,99356.33333,61.66666667,23.95398763,
J1881,noida,28.54392,77.33525,AD00414,2024-07-21T00:00:00,0,1.81,2606.83,24.004,43.98,103312,103443,131,50.25260566,
